id,title,genres,overview,keywords,vote_average,year
44945,Trust,Crime Drama Thriller,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",rape obsession lie job independent film teenage girl school internet best friend counselor internet chat duringcreditsstinger online chat catfishing online hookup online predator,6.6,2010
29122,An Everlasting Piece,Comedy Crime,"Colin (Barry McEvoy) is a Catholic and George (Brian O'Byrne) is a poetry-loving Protestant. In Belfast in the 1980s, they could have been enemies, but instead they became business partners. After persuading a mad wig salesman, known as the Scalper (Billy Connolly), to sell them his leads, the two embark on a series of house calls",toupee scalper,6.0,2000
125123,Among Giants,Comedy Romance,"A manager hires Ray, off the books, to paint all the power towers in a 15-mile stretch of high-tension wires outside Sheffield. Ray's crew of men are friends, especially Ray with Steve, a young Romeo. Into the mix comes Gerry, an Australian with a spirit of adventure and mountain climbing skills. She wants a job, and against the others' advice, who don't want a woman on the job, Ray hires her. Then she and Ray fall in love. He asks her to marry him, gives her a ring. Steve's jealous; Ray's ex-wife complains that he spends on Gerry, not his own kids, and she predicts that Gerry won't stay around. Plus, there's pressure to finish the job fast. Economics, romance, and wanderlust spark the end.",yorkshire love friends,4.5,1998
111190,Adore,Drama,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",lovers woman director,6.1,2013
133575,The Velocity of Gary,Drama Romance,Gary is in love with Valentino. So is Mary Carmen. Their life changes when Valentino is hit with a deadly disease and is slowly dying in their hands. They tear each other off to end up re-uniting upon their love for the same man.,,4.2,1999
54580,Mondays in the Sun,Drama,"After the closure of their shipyard in Northern Spain, a few former workers: Santa, José, Lino, Amador, Sergei and Reina keep in touch. They meet mainly at a bar owned by their former colleague Rico. Santa is the most superficially confident and the unofficial leader of the group. A court case hangs over him relating to a shipyard lamp he smashed during protest against the closure. José is bitter that his wife, Ana, is employed when he is not. The gap between them is widening and he is fearful that she will leave him for a co-worker. Despite arthritic legs, Ana endures night shifts at a fish factory and thinks her looks are now lost. Not everyone seems to agree including her boss. Lino, an aging family man doggedly pursuing positions beyond his qualifications. The oldest member of the group, Amador, has degenerated into alcoholism after being abandoned by his wife; maintaining an increasingly transparent pretense that his wife will soon return from holiday.",spain bar ship drama friends shipyard peseta,7.1,2002
52015,Stake Land,Drama Horror Action Thriller Science Fiction,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden.",male nudity canada vampire,6.2,2010
34941,The Last Time I Committed Suicide,Drama,"Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence. When his girlfried, Joan, tries to kill herself he gets scared and runs away. But when Joan reappears will he take the chance at that happiness, or will he turn his back on it?",independent film,6.7,1997
227975,Futuro Beach,Drama,"Donato fails in his attempt to save a drowning man, and meets one of the man's friends. He decides to start his life over, but pieces of his past keep coming after him.",germany gay portugal drowning nudity travel brothers,6.4,2014
60422,Another Happy Day,Comedy Drama,A wedding at her parents' Annapolis estate hurls high-strung Lynn into the center of touchy family dynamics.,,6.2,2011
81390,A Lonely Place to Die,Adventure Action Thriller Crime,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,terror scotland kidnapping nudity wilderness mountaineer hiking climbing torture,6.2,2011
10981,Nothing,Comedy Fantasy Science Fiction,"The film tells the story of two good friends who live together, Andrew (Andrew Miller), an agoraphobic travel agent who works from his home, and Dave (David Hewlett), a loser who works in an office where he is treated with contempt. Just when it seems things can't get any worse for the two, the entire world outside of their house disappears and is replaced with an endless white void.",loser bullying leere independent film best friend cowardliness,5.8,2003
225235,The Geographer Drank His Globe Away,Drama,"Victor Sluzhkin signs on as a teacher of geography in a secondary school in his native Perm (in the Urals) and gets lost in a haze of hard vodka, desperate love for a nymphet-like student and the stress of educating teenagers. Geographer, as the students immediately dub Sluzhkin, attempts to escape from the grueling, dull, stultifying reality of Russia's provincial life in a rafting tour to the Urals. Accompanied by wild, adventure-seeking adolescents, faced with the numerous grim surprises of the nature, Geographer is poised to find himself and his own truth.",alcohol adultery river camping province russia wife canoe daughter friendship alcoholism school teaching schoolboy geography kama perm,7.3,2013
14902,1776,Drama Comedy History Music,"The film focuses on the representatives of the Thirteen original colonies who participated in the Second Continental Congress. 1776 depicts the three months of deliberation (and, oftentimes, acrimonious debate) that led up to the signing of one of the most important documents in the History of the United States, the Declaration of Independence.",usa congress musical,7.1,1972
121676,Inescapable,Thriller Romance,"Twenty-five years ago Adib (Alexander Siddig, Syriana, Cairo Time), a promising young officer in the Syrian military police, suddenly left Damascus under suspicious circumstances. Abandoning the love of his life Fatima (Marisa Tomei, The Wrestler, The Ides of March), he made his way to Canada and wiped the slate clean. With a beautiful wife, two grown daughters, and a great job in Toronto, Adib is confident he s built a successful life from scratch. But when his daughter Muna suddenly disappears in Damascus, his past threatens to violently catch up to him. Teaming up with a Canadian emissary (Joshua Jackson, Fringe), Adib must now confront the turmoil he thought he left behind so many years ago in order to find Muna.",woman director,5.2,2012
22301,Hell's Angels,Action Drama History,"Two brothers attending Oxford enlist with the Royal Flying Corps when World War I breaks out. Roy and Monte Rutledge have very different personalities. Monte is a freewheeling womanizer, even with his brother's girlfriend Helen. He also proves to have a yellow streak when it comes to his Night Patrol duties. Roy is made of strong moral fiber and attempts to keep his brother in line. Both volunteer for an extremely risky two man bombing mission for different reasons. Monte wants to lose his cowardly reputation and Roy seeks to protect his brother. Roy loves Helen; Helen enjoys an affair with Monte; before they leave on their mission over Germany they find her in still another man's arms.  Their assignment to knock out a strategic German munitions facility is a booming success, but with a squadron of fighters bearing down on them afterwards, escape seems unlikely.",world war i zeppelin royal air force royal flying corps dogfight airship,6.1,1930
20065,Purple Violets,Comedy Drama Romance,"Patti Petalson is a promising writer, but her marriage and conventional job keep her from her dream. She longs to return to her writing, especially after running into her first love Brian Callahan, a successful crime novelist. Kate is Patti's best friend since college; she's a tough-talking schoolteacher who plays therapist to all Patti's problems, while she's got a few of her own.",independent film,5.7,2007
257087,The Veil,Horror,"The story springs from the real-world headlines of religious cults and mass suicides. With Veil, it begins 30 years ago, when members of a religious cult known as Heaven's Veil take their own lives. The truth behind what really happened remains buried deep in the memory of the sole survivor, a five-year-old girl, who returns to the compound with a documentary crew as an adult. They soon discover something that is far more terrifying than anything they could have imagined.",cult,4.5,2016
46420,The Loved Ones,Horror,"Lola Stone asked Brent Mitchell to the prom, but Brent said no, and now he's screwed. What happens when Lola doesn't get what she wants? She enlists Daddy's help to throw a prom of her own, where she is queen and Brent is king -- whether he likes it or not. THE LOVED ONES is what happens when puppy love goes horribly, violently wrong. Brent should have said yes...",killing high school female killer revenge prom escape teenager,6.6,2009
114635,The Helpers,Horror,"Seven friends from Sacramento, California head out on a documented road trip to Las Vegas. Their trip takes a very unexpected turn for the worse when their back tires mysteriously blow out. A couple miles down the road, they find a little gas station Diner/Motel, run by the most friendly, polite and ""helpful"" people. It appears that their problems are solved, but boy are they wrong! When convinced by ""The Helpers"" to stay overnight, the friends all wake up in their rooms to a new kind of gruesome and bloody terror!",,4.1,2012
158150,How to Fall in Love,Comedy Romance TV Movie,"An accountant, who never quite grew out of his awkward teenage years, finds himself with a dating coach - she happens to be his high school crush as well. Thanks to his coach, he gets a pretty woman he has his sights on for some time, but realizes they are incompatible. Meanwhile, his dating lessons with his teenage crush reawaken old feelings. Not realizing the feelings are mutual, he finds himself unable to act on them due to his fear of being rejected by the one he truly loves.",,5.2,2012
251979,The Perfect Wave,Romance Adventure Drama,"“The Perfect Wave” is the true story of Ian McCormack who grew up surfing the waters of New Zealand. Wanting to dive deeper, Ian sets out on a journey with his best friend that will change his life as they chase the perfect wave.",biography christian romance,4.4,2014
874,A Man for All Seasons,Drama History,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he’s risking his own life. An award winning film from 1966.,england pope beheading death penalty thomas more protestant church thomas cromwell oath henry viii,7.5,1966
10774,Network,Drama,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,corruption sex adultery television profit nudity power tv ratings murder corporate reporter co-worker meeting news fired network anchor structure rant,7.7,1976
770,Gone with the Wind,Drama Romance War,An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,life and death civil war southern usa loss of child marriage proposal atlanta luxury plantation typhus business woman marriage crisis,7.7,1939
266102,Desert Dancer,Drama,"Inspirational true story of Iranian dancer Afshin Ghaffarian, who risked his life for his dream to become a dancer despite a nationwide dancing ban.",dance ban from profession biography iran oppression tehran iran,6.5,2014
29715,Major Dundee,War Western,"During the last winter of the Civil War, cavalry officer Amos Dundee leads a contentious troop of Army regulars, Confederate prisoners and scouts on an expedition into Mexico to destroy a band of Apaches who have been raiding U.S. bases in Texas.",mexico prisoners of war apache raid confederate,6.2,1965
25209,Annie Get Your Gun,Action Comedy Music Romance Western,"This film adaptation of Irving Berlin's classic musical stars Betty Hutton as gunslinger Annie Oakley, who romances fellow sharpshooter Frank Butler (Howard Keel) as they travel with Buffalo Bill's Wild West Show. Previously off target when it comes to love, Annie proves you can get a man with a gun in this battle-of-the-sexes extravaganza, which features timeless numbers like ""Anything You Can Do"" and ""There's No Business Like Show Business.""",musical annie oakley sharpshooter,7.3,1950
37495,Four Lions,Comedy Crime Drama,"Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce. In a storm of razor-sharp verbal jousting and large-scale set pieces, Four Lions is a comic tour de force; it shows that-while terrorism is about ideology-it can also be about idiots.",terrorism british farce,7.0,2010
29262,The House of Sand,Drama,"A woman is taken along with her mother in 1910 to a far-away desert by her husband, and after his passing, is forced to spend the next 59 years of her life hopelessly trying to escape it.",brazil desert 1910s,6.7,2005
34769,Defendor,Drama Action Comedy Crime,"A crooked cop, a mob boss and the young girl they abuse are the denizens of a city's criminal underworld. It's a world that ordinary Arthur Poppington doesn't understand and doesn't belong in, but is committed to fighting when he changes into a vigilante super-hero of his own making, Defendor. With no power other than courage Defendor takes to the streets to protect the city's innocents.",crime fighter delusion superhero,6.5,2009
35032,The Pirate,Music Romance,"A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.",musical pirate,6.6,1948
5178,The Good Heart,Drama Comedy Romance,"Brian Cox stars as Jacques, the curmudgeonly owner of a gritty New York dive bar that serves as home to a motley assortment of professional drinkers. Jacques is determinedly drinking and smoking himself to death when he meets Lucas (Dano), a homeless young man who has already given up on life. Determined to keep his legacy alive, Jacques deems Lucas is a fitting heir and takes him under his wing, schooling him in the male-centric laws of his alcoholic clubhouse: no new customers, no fraternizing with customers and, absolutely no women. Lucas is a quick study, but their friendship is put to the test when the distraught and beautiful April (Isild Le Besco) shows up at the bar seeking shelter, and Lucas insists they help her out.",san francisco homeless person bar suicide attempt heart attack friendship hospital,6.0,2009
8618,The History Boys,Comedy Drama,"The story of an unruly class of bright, funny history students at a Yorkshire grammar school in pursuit of an undergraduate place at Oxford or Cambridge. Bounced between their maverick English master, a young and shrewd teacher hired to up their test scores, a grossly out-numbered history teacher, and a headmaster obsessed with results, the boys attempt to pass.",gay becoming an adult education exam scholarship oxford cambridge history based on play student boys' school teachers and students 1980s,6.6,2006
3116,Midnight Cowboy,Drama,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,shower,7.4,1969
9427,The Full Monty,Comedy,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",suicide attempt striptease steel worker repossession male stripper,6.8,1997
813,Airplane!,Comedy,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",chicago alcohol cataclysm guitar medicine taxi driver passenger saxophone stewardess pilot airplane fear of flying air controller landing autopilot kiss spoof los angeles alcohol abuse aftercreditsstinger anarchic comedy,7.1,1980
352978,Chain of Command,Thriller Adventure Action,"After finding his brother murdered after returning from duty, Webster searches for the perpetrators, but discovers a conspiracy that cuts deep inside the U.S. government.",brother brother relationship corruption revenge government conspiracy,5.3,2015
10634,Friday,Comedy,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",rap music parents kids relationship rapper job,7.0,1995
9516,Menace II Society,Drama Action Crime,"Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.",black people drug dealer ghetto weapon delinquency los angeles,7.2,1993
16288,Creepshow 2,Horror,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",lake anthology revenge murder blob gore hitchhiker zombie hit and run horror anthology,5.9,1987
23330,The Ballad of Cable Hogue,Action Comedy Western,"Double-crossed and left without water in the desert, Cable Hogue is saved when he finds a spring. It is in just the right spot for a much needed rest stop on the local stagecoach line, and Hogue uses this to his advantage. He builds a house and makes money off the stagecoach passengers. Hildy, a prostitute from the nearest town, moves in with him. Hogue has everything going his way until the advent of the automobile ends the era of the stagecoach.",prostitute homeless person stagecoach reverend way station,6.9,1970
18900,In Cold Blood,Crime Drama,"A 1967 film based on Truman Capote's book of the same name. After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",murder true crime farmer,7.4,1967
27029,The Nun's Story,Drama,Gabrielle Van Der Mal gave up everything to become a nun. But her faith and her vows are forever being tested: first in the missionary Congo hospital where she assists the brilliant and handsome Dr. Fortunati and then at the mother house in France when World War II has broken out and the nuns are forbidden by the order to take sides.,nurse missionary nun belgium sanitarium female protagonist hospital tuberculosis congo convent thinness obedience,7.4,1959
26268,Harper,Action Drama Thriller Crime Mystery,"Harper is a cynical private eye in the best tradition of Bogart. He even has Bogie's Baby hiring him to find her missing husband, getting involved along the way with an assortment of unsavory characters and an illegal-alien smuggling ring.",private eye lew harper,6.2,1966
573,Frenzy,Crime Drama Mystery Thriller,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",london england rape police suspense serial killer,7.1,1972
310131,The Witch,Mystery Horror,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",witch new england 17th century,6.3,2016
40505,I Got the Hook Up,Action Comedy,"Two broke buddies feel lucky when they come upon a truckload of cellular phones and begin selling them out of the back of their van. Trouble arises though, when the phones develop faults. The two friends then not only have to deal with unsatisfied customers but also the FBI.",,5.4,1998
11363,She's the One,Comedy Romance,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",brother brother relationship taxi ex-girlfriend love of one's life bride broker independent film wedding,5.7,1996
3033,Gods and Monsters,Drama,"It's 1957, and Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",gay film director dying and death biography homosexuality author lgbt elderly,6.8,1998
25376,The Secret in Their Eyes,Crime Drama Mystery Romance,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,rape secret writing homicide kidnapping passion suspect investigation police partner murder tension argentina justice eyes,7.8,2009
22007,Train,Horror Thriller,This new Train tells the tale of an American wrestling team who board a train that just so happens to be used as a supermarket for organ harvesters.,,4.8,2008
765,Evil Dead II,Horror Comedy Fantasy,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,deer blood splatter tape recorder chainsaw spirit violence over the top shot in the arm book of the dead evil dead eyeball necronomicon tarmac meat cleaver shot through a wall,7.6,1987
10615,Pootie Tang,Action Comedy,"Pootie Tang, the musician/actor/folk hero of the ghetto, is chronicled from his early childhood to his battles against the evil Corporate America, who try to steal his magic belt and make him sell out by endorsing addictive products to his people. Pootie must learn to find himself and defeat the evil corporation for all the young black children of America, supatime.",ladykiller musical belt police officer drug lord,5.4,2001
205321,Sharknado,TV Movie Horror,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia",california helicopter beach tornado hurricane attack blood chainsaw storm explosion danger shark tv movie flood,3.8,2013
89540,The Other Conquest,Drama Foreign,"The film is a drama about the aftermath of the 1520s Spanish Conquest of Mexico told from the perspective of the indigenous Aztec people. It explores the social, religious, and psychological changes brought about by a historical process of colonization that both defined the American continent and is also highly reminiscent of today’s neocolonialism.",female nudity pagan aztec indian,5.4,1999
46146,Troll Hunter,Fantasy Horror,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",hunter mountains wilderness adventure forest secret government organization hunting trip wildlife conspiracy troll mockumentary found footage aftercreditsstinger,6.7,2010
38007,Ira & Abby,Comedy Romance,"A neurotic, young psychology student, with low self-esteem, has a chance encounter with a free-spirited, extremely gregarious woman who works at the Paris Health Club in New York City, and who suggests that they immediately get married to see how it will work out. Both of the student's parents are analysts, and they provide the happy couple with a gift certificate for a year of marriage counseling as a wedding present.",independent film,5.8,2006
14256,Winter Passing,Comedy Drama,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",independent film book editor,6.7,2006
540,D.E.B.S.,Action,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,coming out covert operation lesbian female protagonist in the closet based on short film lgbt metrosexual subversion female agent schoolgirl uniform punk rocker lip synching plaid thesis german girl french girl woman director spy spoof,5.6,2004
370464,The Masked Saint,Crime Action,"The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor.",pastor based on true story wrestler,2.9,2016
20055,The Betrayed,Crime Drama Mystery Thriller,Kidnappers force a young mother (Melissa George) to recover money stolen by her shady husband (Christian Campbell).,kidnapping revelation murder theft trust criminal warehouse psycho flashback,5.2,2008
224569,Taxman,Action Crime Comedy Thriller,"After a homocide that the police believe is over gasoline theft, a tax investigator discovers the Russian mafia is involved and that they are stealing millions in gasoline tax money. Only one rookie cop is willing to believe him and together they must get the evidence they need or die trying.",machinegun tax inspector wedding party,2.0,1999
395766,The Secret,Drama,"The Secret is the story of a real-life double murder. James Nesbitt plays Colin Howell, a respectable dentist and pillar of the community, who became a killer in partnership with a Sunday school teacher, Hazel Buchanan, played by Genevieve O'Reilly.",miniseries,0.0,2016
39303,2:13,Horror Thriller Mystery,"A police profiler has just returned from psychiatric leave only to find that he is caught up in a serial killer's rampage. Fighting to keep buried the trauma of his childhood, he must confront the all too-familiar flesh masks that the killer leaves on the faces of his victims. He must face his own demons along with the killer to save his small eroding existence.",thriller forensic,4.6,2009
142061,"Batman: The Dark Knight Returns, Part 2",Action Animation,Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,dc comics future joker robin based on graphic novel dystopic future super powers,7.9,2013
370662,Time to Choose,Documentary,"Academy Award® winning director Charles Ferguson's new film investigates global climate change villains and heroes, and reveals practical solutions to act on.",climate change documentary,0.0,2015
252360,In the Name of the King III,Action Adventure Drama Fantasy,"Hazen Kaine, an American contract killer living in Sofia, Bulgaria, gets more than he bargains for when he enters into a contract with the mob. One last job before he gets out and starts a new life for himself. The targets: the three children of royal billionaire Andon Dupont. Seems simple enough, or so he thought. Hazen apprehends the children, and before he can blink an eye, a simple necklace worn by one of the children sends his life spiraling back to medieval times. Now completely out of his element, Hazen fights for his life as he tries to escape a medieval army and a fierce fire-breathing dragon.",based on video game,3.3,2013
256740,Wicked Blood,Action Drama Thriller,"Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their ""Uncle Frank"" Stinson, the ruthless leader of a crime organization.",,5.3,2014
299145,Stranded,Drama,"After the brutal murder of his beloved brother, a small-town surfer seeks revenge against the gang of merciless thugs he holds responsible. However, when another tragedy brings him face to face with the consequences of his actions, he must seek forgiveness from the very people he despises most.",revenge murder u.s. marine,5.0,2015
241766,Lords of London,Crime Mystery Thriller,"Tony is a notorious gangster with a big problem. He has woken up in an abandoned farmhouse, with blood on his shirt, and no memory of how he got there. He stumbles into a small town and discovers he’s in an Italian village that seems to be lost in time.",wife husband relationship gangster mysterious killer,3.6,2014
12535,High Anxiety,Comedy Music,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name.",industrialist vertigo hitman lighthouse spoof hitchcockian,6.5,1977
1667,March of the Penguins,Documentary Family,"Every year, thousands of Antartica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.",parents kids relationship penguin brood autonomy egg survival snow antarctic,6.9,2005
50839,Margin Call,Thriller Drama,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,capitalism brokerage wall street downsizing financial crisis stock market stock market crash 21st century investment,6.7,2011
86549,August,Drama,"August tells the story of two former lovers, Troy and Jonathan, who reunite after a long ago painful breakup. After spending several years in Spain, Troy returns to Los Angeles and decides to phone Jonathan and meet for coffee. A seemingly innocent rendezvous turns into an attempt to revive passions past. Only this time it's not that simple as Jonathan has a new beau, Raul, and is trying to make the right decision a second time around.",drama romance gay relationship,6.2,2011
13973,Choke,Comedy Drama,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,strip club alzheimer sex addiction,6.0,2008
244786,Whiplash,Drama,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",jazz obsession conservatory music teacher new york city violence montage drummer public humiliation jazz band young adult music school,8.3,2014
598,City of God,Drama Crime,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",male nudity street gang brazilian photographer 1970s puberty ghetto gang war coming of age woman director 1980s,8.1,2002
11129,Human Traffic,Comedy Drama,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!",sex salesclerk fast food restaurant boredom relationship problems party relationship drug alcohol abuse fashion group of friends,6.8,1999
75861,To Write Love on Her Arms,Drama Music,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.",depression biography drug,6.8,2015
13551,The Dead Girl,Mystery Drama Crime Thriller,The clues to a young woman's death come together as the lives of seemingly unrelated people begin to intersect.,prostitute fire newspaper independent film woman director,6.4,2006
103663,The Hunt,Drama,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",father son relationship denmark lie pedophilia kindergarten father deer children teacher school pedophile divorce hunting,7.9,2012
850,A Christmas Story,Comedy Family,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",holiday nostalgia young boy bb gun essay christmas tree dealer mall santa christmas 1940s,7.4,1983
12586,Bella,Drama Romance,"An international soccer star is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their lives are turned upside down.",waitress beach independent film soccer girl chance meeting flashback,6.7,2006
11564,Class of 1984,Action Drama Horror Crime Thriller,"Andy is a new teacher at a inner city high school that is like nothing he has ever seen before. There is metal detectors at the front door and everything is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemies and Stegman will stop at nothing to protect his turf and drug dealing business.",usa female nudity detective music teacher nudity punk high school vigilante violence in schools murder independent film teacher gang lesbian gang rape juvenile delinquent punk band canuxploitation,6.2,1982
301748,The Opposite Sex,Comedy,"A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser. After all, ""A Bet's a Bet!""",bet divorce gender battle of the sexes life competition,4.1,2014
108346,Dreaming of Joseph Lees,Romance Drama,"Set in rural England in the 1950s Eva (Samantha Morton) fantasises about her handsome, worldly cousin Joseph Lees (Rupert Graves), with whom she fell in love as a girl. However, stuck in a closed community she becomes the object of someone else's fantasy, Harry (Lee Ross). When Harry learns that Eva is planning to leave the village in order to live with and look after the injured Lees, he devises a gruesome scheme in order to force her to stay and look after him.",lust love crime,8.0,1999
8841,The Class,Drama,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,paris socially deprived family literature illegal immigration immigrant education boredom class society violence in schools republicanism diversity teacher school school life teachers and students,6.8,2008
805,Rosemary's Baby,Horror Drama Mystery,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,anti-christ contemporary setting laundry occult demonic possession satanic cult lucky charm woman in jeopardy eating disorder catholic priest,7.5,1968
